name,brand,loves,link,price,ingredients
Luminous Deep Hydration Firming Serum,Tatcha,24655.0,https://www.sephora.com/product/luminous-deep-hydration-firming-serum-P399624?icid2=products,95.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Luminous Dewy Skin Mist,Tatcha,189522.0,https://www.sephora.com/product/luminous-dewy-skin-mist-P399623?icid2=products,48.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Luminous Dewy Skin Night Concentrate,Tatcha,42041.0,https://www.sephora.com/product/luminous-dewy-skin-night-concentrate-P403820?icid2=products,110.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
LUNA™ 2 for Normal Skin,FOREO,6642.0,https://www.sephora.com/product/luna-2-for-normal-skin-P404209?icid2=products,169.0,"With our award-winning beauty tools, FOREO empowers users to live confidently and beautifully"
LUNA™ 2 for Sensitive Skin,FOREO,13867.0,https://www.sephora.com/product/luna-2-for-sensitive-skin-P404210?icid2=products,169.0,"With our award-winning beauty tools, FOREO empowers users to live confidently and beautifully"
LUNA™ mini 2,FOREO,62713.0,https://www.sephora.com/product/luna-mini-2-P404444?icid2=products,119.0,"With our award-winning beauty tools, FOREO empowers users to live confidently and beautifully"
Luna Retinol Sleeping Night Oil,SUNDAY RILEY,139205.0,https://www.sephora.com/product/luna-sleeping-night-oil-P393718?icid2=products,105.0,"Persea Gratissima (Extra Virgin, Cold Pressed Avocado) Oil, Vitis Vinifera (Organic, Cold Pressed Concord Grape) Seed Oil, Rubus Fruticosus (Cold Pressed Blackberry) Seed Oil, Salvia Hispanica (Cold Pressed Chia) Oil, Dimethyl Isosorbide (and) Hydroxypinacolone Retinoate, Chamomila Recutita (Matricaria) Flower Oil, Tanacetum annuum (Blue Tansy) oil, Anthemis nobilis (English Chamomile) oil, Eriocephalus punctualatus (Cape Chamomile) oil, Citrus Aurantium Amara (Neroli) Oil, Citrus Aurantium Dulcis (Blood Orange) oil, Cananga Odorata Flower (Ylang Ylang) Oil, Vetivera zizanoides (Vetiver) oil, Helianthus Annuus (Sunflower) Seed Oil (and) Rosmarinus officinalis (Rosemary) Leaf Extract, CI 61565 (Green 6), CI 60725 (Violet 2)"
Maracuja C-Brighter™ Eye Treatment,tarte,44681.0,https://www.sephora.com/product/maracuja-c-brighter-eye-treatment-P377545?icid2=products,38.0,"Water, Glycerin, Butylene Glycol, Mangifera Indica (Mango) Seed Butter, Dimethicone, Hydrogenated Castor Oil Isostearate, Polyglyceryl-10 Pentastearate, Behenyl Alcohol, Cocos Nucifera (Coconut) Oil, Pentaerythrityl Tetraethylhexanoate, Tetrahexyldecyl Ascorbate, Caprylyl Methicone, Cetearyl Alcohol, Glyceryl Stearate, Sodium Stearoyl Lactylate, Panthenol, Caprylyl Glycol, Alcohol, Squalane, Polysorbate 80, Sodium Polyacrylate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Cyclopentasiloxane, Mica, Dipropylene Glycol, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Glycosphingolipids, Hordeum Vulgare Extract, Tocotrienols, Isohexadecane, Elaeis Guineensis (Palm) Oil, Tocopheryl Acetate, Dimethiconol, Dipotassium Glycyrrhizate, Chlorella Vulgaris Extract, Phospholipids, Adenosine, Tocopherol, Polysorbate 60, Sodium Hyaluronate, Sorbitan Isostearate, Disodium EDTA, 1,2-Hexanediol, Beta-Glucan, Passiflora Edulis Seed Oil, Ascorbyl Palmitate, Retinyl Palmitate, Phenoxyethanol, Sodium Benzoate, Titanium Dioxide (CI 77891)"
Max Complexion Salicylic Acid Pore Refining Pads,Peter Thomas Roth,50957.0,https://www.sephora.com/product/max-complexion-correction-pads-P114902?icid2=products,46.0,", Allantoin, Aloe Barbadensis Leaf Juice, Amyl Cinnamal, Arginine, Benzoic Acid, Butylene Glycol, Butylparaben, Butylphenyl Methylpropional, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Citric Acid, Citronellol, Ethylparaben, Fragrance/Parfum, Geraniol, Glycolic Acid, Hamamelis Virginiana (Witch Hazel) Water, Isobutylparaben, Limonene, Linalool, Methylparaben, Phenoxyethanol, PotassiumSorbate, Propylparaben, Prunus Persica (Peach) Fruit Extract, Sodium Benzoate, Symphytum Officinale Root Extract, Triethanolamine, Water/Aqua/Eau"
Micro Essence Skin Activating Treatment Lotion,Estée Lauder,20800.0,https://www.sephora.com/product/micro-essence-skin-activating-treatment-lotion-P387619?icid2=products,110.0,"Water, Bifida Ferment Lysate, Peg-75, Propanediol, Butylene Glycol, Betaine, Pentylene Glycol, Lactobacillus Ferment, Acetyl Hexapeptide-8, Acetyl Glucosamine, Trehalose, Caffeine, Sodium Hyaluronate, Anthemis Nobilis (Chamomile), Caprylyl Glycol, Carbomer, Ppg-5-Ceteth-20, Citric Acid, Potassium Sorbate, Sodium Citrate, Tromethamine, Disodium Edta, Phenoxyethanol"
microdermabrasion age defying exfoliator,Dr. Brandt Skincare,50142.0,https://www.sephora.com/product/microdermabrasion-age-defying-exfoliator-P45503?icid2=products,79.0,Visit the Dr
Midnight Recovery Concentrate,Kiehl's Since 1851,84283.0,https://www.sephora.com/product/midnight-recovery-concentrate-P421998?icid2=products,52.0,"Caprylic/Capric Triglyceride, Dicaprylyl Carbonate, Squalane, Rosa Canina Fruit Oil, Oenothera Biennis Oil/Evening Primrose Oil, Simmondsia Chinensis Oil/Jojoba Seed Oil, Coriandrum Sativum Oil/Coriander Seed Oil, Tocopherol, Lavandula Angustifolia Oil/Lavender Oil, Pelargonium Graveolens Flower Oil, Linalool, Rosmarinus Officina-Lis Leaf Oil/Rosemary Leaf Oil, Citronellol, Geraniol, Lavandula Hybrida Oil, Cucumis Sativus Extract/Cucumber Fruit Extract, Curcuma Longa Extract/Turmeric Root Extract, Limonene, Citral, Sclareolide, Rosa Spp/Rose Flower Oil, Jasminum Officinale Extract/Jasmine Extract, Helianthus Annuus Seed Oil/Sunflower Seed Oil"
Mini Facial Toning Device,NuFACE,18938.0,https://www.sephora.com/product/mini-facial-toning-device-P387138?icid2=products,199.0,"NuFACE Gel Primer:Water/Aqua/Eau, Propanediol, Hydrolyzed Hyaluronic Acid, Tremella Fuciformis Sporocarp Extract, Betaine, Glycerin, Magnesium Sulfate, Carbomer, Hydroxyethylcellulose, Ethylhexylglycerin, Potassium Sorbate, Caprylyl Glycol, Phenoxyethanol, Sodium Hydroxide"
MOISTURE BOUND Refreshing Hydra-Gel Oil-Free,AMOREPACIFIC,9943.0,https://www.sephora.com/product/moisture-bound-refreshing-hydra-gel-oil-free-P232940?icid2=products,100.0,"Phyllostachis Bambusoides Juice, Butylene Glycol, Cyclopentasiloxane, Hydrogenated Polyisobutene, Glycerin, Dimethicone, Xylitylglucoside, Alcohol, Tricholoma Matsutake Extract, Panax Ginseng Root Extract, Zingiber Officinale (Ginger) Root Extract, Trehalose, Serine, Glycine, Hydrolyzed Ginseng Saponins, Kaempferol, Glutamic Acid, Alanine, Lysine, Arginine, Threonine, Cetearyl Alcohol, Peg-40 Stearate, Anhydroxylitol, Silica, Sodium Polyacrylate, Sucrose Stearate, Sorbitan Sesquioleate, Hydrogenated Polydecene, Polysilicone-11, Xylitol, Triethanolamine, Carbomer, Peg/Ppg-18/18 Dimethicone, Titanium Dioxide, Ppg-5-Laureth-5, Betaine, Biosaccharide Gum-1, Sodium PCA, Hydrated Silica, Propylene Glycol, Sorbitol, Hydrogenated Lecithin, Aluminum Hydroxide, Peg-5 Rapeseed Sterol, Ethyl Hexanediol, Proline, Zinc Gluconate, BHT, Magnesium Aspartate, Copper Gluconate, Calcium Gluconate, Disodium EDTA, Methylparaben, Propylparaben, CI 42090, Fragrance"
Moisture Surge 72-Hour Auto-Replenishing Hydrator,CLINIQUE,84438.0,https://www.sephora.com/product/moisture-surge-72-hour-auto-replenishing-hydrator-P425416?icid2=products,39.5,"Water, Dimethicone, Butylene Glycol, Glycerin, Trisiloxane, Trehalose, Sucrose, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Hydroxyethyl Urea, Camellia Sinensis (Green Tea) Leaf Extract, Silybum Marianum (Lady'S Thistle) Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Caffeine, Sorbitol, Palmitoyl Hexapeptide-12, Sodium Hyaluronate, Caprylyl Glycol, Oleth-10, Sodium Polyaspartate, Saccharide Isomerate, Hydrogenated Lecithin, Tocopheryl Acetate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Glyceryl Polymethacrylate, Tromethamine, Peg-8, Hexylene Glycol, Magnesium Ascorbyl Phosphate, Disodium Edta, Bht, Phenoxyethanol, Red 4 (Ci 14700), Yellow 5 (Ci 19140)"
Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,CLINIQUE,32811.0,https://www.sephora.com/product/moisture-surge-cc-cream-hydrating-colour-corrector-broad-spectrum-spf-30-P378639?skuId=1509512&icid2=products,39.5,"Water, Squalane, Octyldodecyl Neopentanoate, Butylene Glycol, Propanediol, Glyceryl Stearate, Behenyl Alcohol, Peg-40 Stearate, Polyglyceryl-10 Pentastearate, Aloe Barbadensis Leaf Water, Thermus Thermophillus Ferment, Trehalose, Caffeine, Glycerin, Linoleic Acid, Lecithin, Stearic Acid, Hydrogenated Lecithin, Sorbitol, Polyglyceryl-6 Polyricinoleate, Tocopheryl Acetate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Sodium Stearoyl Lactylate, Sodium Hyaluronate, Tetrahexyldecyl Ascorbate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Isopropyl Titanium Triisostearate, Synthetic Fluorphlogopite, Xanthan Gum, Silica, Alumina, Sodium Dehydroacetate, Tin Oxide, Disodium Edta, Phenoxyethanol,  [+/- Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492), Iron Oxides (Ci 77491), Iron Oxides (Ci 77499)]"
Moisture Surge Overnight Mask,CLINIQUE,29163.0,https://www.sephora.com/product/moisture-surge-overnight-mask-P377577?icid2=products,37.0,"Water , Glycerin , Cetyl Alcohol , Dimethicone , Glyceryl Polymethacrylate , Butyrospermum Parkii (Shea Butter) , Cetyl Ethylhexanoate , Peg-8 , Glycereth-26 , Sucrose , Sorbitan Stearate , Peg-100 Stearate , Trehalose , Mangifera Indica (Mango) Seed Butter , Hypnea Musciformis (Algae) Extract , Gellidiela Acerosa (Algae) Extract , Olea Europaea (Olive) Fruit Extract , Triticum Vulgare (Wheat Bran) Extract , Cladosiphon Okamuranus Extract , Astrocaryum Murumuru Seed Butter , Cetearyl Alcohol , Aloe Barbadensis Leaf Water , Peg-75 , Caffeine , Pantethine , Sorbitol , Butylene Glycol , Oryzanol , Bisabolol , Panthenol , Phytosterols , Tocopheryl Acetate , Caprylyl Glycol , Sodium Hyaluronate , Hexylene Glycol , Carbomer , Potassium Hydroxide , Dextrin , Disodium Edta , Phenoxyethanol , Red 4 (Ci 14700) , Yellow 5 (Ci 19140)"
Moisturizing Eye Bomb,belif,77551.0,https://www.sephora.com/product/moisturizing-eye-bomb-P422905?icid2=products,48.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Multi-Active Toner ,Dermalogica,7177.0,https://www.sephora.com/product/multi-active-toner-P423150?icid2=products,41.0,"Water, Butylene Glycol, Aloe Barbadensis Extract, Arginine, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Melissa Officinalis Leaf Extract, Citrus Limon (Lemon) Peel Oil, Citrus, Aurantium Bergamia (Bergamot) Fruit Oil, Cymbopogon Winterianus Herb Oil, Glycine, Alanine, Serine Lavandula Angustifolia (Lavender) Oil, Dipotassium Glycyrrhizate, Cucumis Sativus (Cucumber) Fruit Extract, Arnica Montana Flower Extract, Hedera Helix (Ivy) Extract, Malva Sylvestris (Mallow) Flower Extract, Parietaria Officinalis Extract, Sambucus Nigra Flower Extract, Tocopherol, Phenylalanine, Histidine, Valine, Isoleucine, Proline, Threonine, Sodium PCA, Sodium Lactate, Citric Acid, Polyquaternium-4, Aspartic Acid, PCA, Ethylhexylglycerin, Methyl Gluceth-20, Polysorbate 20, 1,2-Hexanediol, Caprylyl Glycol, PEG-12 Dimethicone, Ricinoleth-40, Sodium Citrate, Sodium Hydroxide, Tetrasodium Glutamate Diacetate, Linalool, Limonene, Citral, Geraniol, Phenoxyethanol"
MultiVitamin Power Recovery Mask,Dermalogica,24789.0,https://www.sephora.com/product/multivitamin-power-recovery-masque-P423130?icid2=products,59.0,"Palmitoyl Oligopeptide, Palmitoyl Tetrapeptide-7, Chondrus Crispus (Carrageenan) Extract, Arginine/Lysine Polypeptide, Camellia Sinensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Avena Sativa (Oat) Kernel Extract, Hydrolyzed Soy Protein, Phospholipids, Retinyl Palmitate, Ascorbyl Palmitate, Linoleic Acid, Beta-Carotene, Lactic Acid, Olea Europaea (Olive) Fruit Oil, Hydrogenated Olive Oil, Dimethicone, Vitis Vinifera (Grape) Seed Extract, Citrus Medica Limonum (Lemon) Peel Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Symphytum Officinale Root Extract, Arctium Majus Root Extract, Anthemis Nobilis Flower Oil, Sodium PCA, Allantoin Decylene Glycol, Menthoxypropanediol, Potassium Cetyl Phosphate, Sodium Polyacrylate, Ammonium Glycyrrhizate, PPG-15 Stearyl Ether Benzoate, Polysorbate 20, Propylene Glycol, Carbomer, Schlerotium Gum, Disodium EDTA, Aminomethyl Propanol, Phenoxyethanol, Annatto (CI 75120)"
Out of Trouble™ 10 Minute Mask to Rescue Problem Skin,Origins,69961.0,https://www.sephora.com/product/out-of-trouble-10-minute-mask-to-rescue-problem-skin-P297551?icid2=products,27.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Microneedling Anti-Wrinkle Retinol Patches,Peace Out,50080.0,https://www.sephora.com/product/peace-out-microneedling-anti-wrinkle-retinol-patches-P453819?icid2=products,28.0,"Sodium Hyaluronate, Cellulose Gum, Trehalose, Glycerin, Propanediol, Butylene Glycol, Caprylyl Glycol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Adenosine, Heptasodium Hexacarboxymethyl Dipeptide-12, Acetyl Octapeptide-3, Carnosine, Palmitoyl Pentapeptide-4, Acetyl Hexapeptide-8, Biotinoyl Hexapeptide-2 Amide, Melatonin, Ascorbic Acid, Retinol, Madecassoside, Carbomer, Sodium Lactate, Polysorbate20, 1, 2-Hexanediol, Water"
Oil-Absorbing Pore Treatment Strips,Peace Out,72807.0,https://www.sephora.com/product/peace-out-pores-P428250?icid2=products,19.0,"Hydrocolloid Polymer Technology, Dimethylaminoethanol Tartrate, Retinyl Acetate"
Salicylic Acid Treatment Serum,Peace Out,21262.0,https://www.sephora.com/product/peace-out-salicylic-acid-acne-treatment-serum-P460509?icid2=products,34.0,"Salicylic Acid 2%, Water, Propanediol, Dimethicone, Niacinamide, Isopentyldiol, Sodium Polyacryloyldimethyl Taurate, Zinc PCA, 3-O-Ethyl Ascorbic Acid, Centella Asiatica Extract, Sodium Hyaluronate, Aloe Barbadensis Leaf Extract, Glycerin, Trifolium Pratense (Clover) Flower Extract, Cetearyl Olivate, Potassium Azeloyl Diglycinate, Butylene Glycol, Polysilicone-11, Sorbitan Olivate, Decyl Glucoside, Caprylyl Glycol, Ethylhexylglycerin,1,2-Hexanediol, Phenoxyethanol, Saccharide Isomerate, Maltodextrin, Ethoxydiglycol, Totarol, Tocopheryl Acetate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Lavandula Hybrida Oil, Potassium Hydroxide, Disodium EDTA"
Peat Miracle Revital Cream,belif,18363.0,https://www.sephora.com/product/peat-miracle-revital-cream-P412440?icid2=products,58.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Pep-Start 2-in-1 Exfoliating Cleanser,CLINIQUE,16581.0,https://www.sephora.com/product/pep-start-2-in-1-exfoliating-cleanser-P409101?icid2=products,20.5,"Water , Glycerin , Sodium Laureth Sulfate , Silica , Acrylates Copolymer , Lauramidopropyl Betaine , Butylene Glycol , Sucrose , Cocamidopropyl Hydroxysultaine , Carica Papaya (Papaya) Fruit Extract , Bambusa Arundinacea (Bamboo) Stem Extract , Laminaria Saccharina Extract , Salicylic Acid , Palmitoyl Tetrapeptide-7 , Palmitoyl Tripeptide-1 , Caffeine , Sodium Hyaluronate , Acetyl Glucosamine , Sodium Coco Pg-Dimonium Chloride Phosphate , Polysorbate 20 , Disodium Cocoyl Glutamate , Citric Acid , Sodium Cocoyl Glutamate , Laureth-2 , Sodium Chloride , Sodium Hydroxide , Sodium Sulfate , Carbomer , Monosodium Citrate , Disodium Edta , Edta , Bht , Phenoxyethanol , Orange 4 (Ci 15510) , Yellow 5 (Ci 19140) , Red 4 (Ci 14700)"
Personal Microderm,PMD,11060.0,https://www.sephora.com/product/personal-microderm-P398500?icid2=products,159.0,"The brand is passionate about developing new beauty products utilizing smart, safe, convenient, and patented technology"
Personal Microderm Pro,PMD,21586.0,https://www.sephora.com/product/personal-microderm-pro-P398502?icid2=products,199.0,"The brand is passionate about developing new beauty products utilizing smart, safe, convenient, and patented technology"
Phoenix Rosehip Anti-Aging Face Oil - For Dry Skin,Herbivore,33448.0,https://www.sephora.com/product/phoenix-cell-regenerating-facial-oil-P400204?icid2=products,88.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
Photo Finish Reduce Redness Primer,Smashbox,58064.0,https://www.sephora.com/product/photo-finish-color-correcting-foundation-primer-P78811?icid2=products,39.0,"Cyclopentasiloxane, Dimethicone Crosspolymer, Cyclohexasiloxane, Dimethicone, Tocopheryl Acetate, Cymbidium Grandiflorum Flower Extract, Aloe Barbadensis Leaf Extract, Carthamus Tinctorius (Safflower) Seed Oil, Cymbopogon Schoenanthus (Lemongrass) Oil, Glycine Soja (Soybean) Oil, Ethylhexylglycerin, Methicone, Caprylic/Capric Triglyceride, Retinyl Palmitate, Ethylhexyl Salicylate, Talc, Caprylyl Glycol, Hexylene Glycol, Phenoxyethanol, [+/- Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Chromium Oxide Greens (Ci 77288), Manganese Violet (Ci 77742), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140)]"
The Original Photo Finish Smooth & Blur Oil-Free Primer,Smashbox,218862.0,https://www.sephora.com/product/photo-finish-foundation-primer-P9889?icid2=products,37.0,Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients
Photo Finish Oil-Free Pore Minimizing Primer,Smashbox,84334.0,https://www.sephora.com/product/photo-finish-oil-free-foundation-primer-pore-minimizing-P387425?icid2=products,39.0,"Cyclopentasiloxane, Dimethicone, Hdi/Trimethylol Hexyllactone Crosspolymer, Silica, Isononyl Isononanoate, Isododecane, Dimethicone/Vinyl Dimethicone Crosspolymer, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Polymethyl Methacrylate, Lauroyl Lysine, Tocopheryl Acetate, Ethylhexylglycerin, Phytosteryl/Octyldodecyl Lauroyl Glutamate, Hydrolyzed Soy Protein, Methicone, Stearyl Glycyrrhetinate, Water, Coconut Acid, Phenoxyethanol, Mica, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499)"
Pineapple Vitamin C Serum,Glow Recipe,65905.0,https://www.sephora.com/product/pineapple-c-brightening-serum-P442869?icid2=products,49.0,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
PITERA™ First Experience Kit,SK-II,15312.0,https://www.sephora.com/product/pitera-first-experience-kit-P447773?icid2=products,99.0,*PITERA™
PMD Personal Microderm with Hand & Foot Kit,PMD,7817.0,https://www.sephora.com/product/pmd-personal-microderm-with-hand-foot-kit-P401158?icid2=products,159.0,"The brand is passionate about developing new beauty products utilizing smart, safe, convenient, and patented technology"
Polyglutamic Acid Hydrating Serum,The INKEY List,20171.0,https://www.sephora.com/product/polyglutamic-acid-P443830?icid2=products,14.99,"1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin)"
pores no more® pore refiner primer,Dr. Brandt Skincare,100832.0,https://www.sephora.com/product/pores-no-more-pore-refiner-primer-P139005?icid2=products,45.0,"Cyclopentasiloxane, Water/Aqua/Eau, Dimethicone Crosspolymer, Lauryl Peg/Ppg-18/18 Methicone, Methyl Methacrylate Crosspolymer,  Polymethylsilsesquioxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Polysilicone-11,  Titanium Dioxide (Ci 77891), Dimethyl Isosorbide, Polymethyl Methacrylate,  Phenoxyethanol, Peg/Ppg-18/18 Dimethicone, Isopentyldiol, Ethylhexyl Palmitate, Capryloyl Salicylic Acid, Chlorphenesin, Lavandula Angustifolia (Lavender) Oil, Ethylhexylglycerin, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Silica,  Triethoxycaprylylsilane, Hdi/Trimethylol Hexyllactone Crosspolymer, Dimethyl Oxobenzo Dioxasilane, Silica Dimethyl Silylate, Trifolium Pratense (Clover) Flower Extract, Laureth-12, Iron Oxide (Ci 77492, Ci 77491, Ci 77499)"
Potent-C™ Vitamin C Power Serum,Peter Thomas Roth,24892.0,https://www.sephora.com/product/potent-c-power-serum-P428100?icid2=products,98.0,"Water/Aqua/Eau, Tetrahexyldecyl Ascorbate, Butylene Glycol, C9-12 Alkane, Caprylyl Methicone, Tocopheryl Acetate, C10-18 Triglycerides, Polyglyceryl-6 Distearate, Ferulic Acid, Squalane, Hydrogenated Lecithin, Propanediol, Sodium Hyaluronate, Zingiber Officinale (Ginger) Root Extract, Curcuma Longa (Turmeric) Root Extract, Panax Ginseng Root Extract, Jojoba Esters, Leuconostoc/Radish Root Ferment Filtrate, Coco-Caprylate/Caprate, Glycerin, Cetyl Alcohol, Polyglyceryl-3 Beeswax, Xanthan Gum, Disodium EDTA, Mica, Ethylhexylglycerin, Potassium Sorbate, Sodium Benzoate, Phenoxyethanol"
Powerful-Strength Line-Reducing Concentrate 12.5% Vitamin C,Kiehl's Since 1851,33631.0,https://www.sephora.com/product/powerful-strength-line-reducing-concentrate-12-5-vitamin-c-P427529?icid2=products,70.0,Propylene Glycol Dimethicone Glycerin Ascorbic Acid Ethylhexyl Palmitate Cetyl Peg/Ppg-10/1 Dimethicone Dimethicone Crosspolymer Ascorbyl Glucoside Cyclohexasiloxane Hydroxyethylpiperazine Ethane Sulfonic Acid Lauroyl Lysine Acrylonitrile/Methyl Methacrylate/Vinylidene Chloride Copolymer Polysilicone-11 Adenosine Hydrolyzed Hyaluronic Acid Limonene Isobutane Citrus Aurantium Dulcis (Orange) Peel Oil Citrus Limon Peel Oil / Lemon Peel Oil Citral Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate
